Region,Salmon Area Name,Year,Species Code,Number of Fish (estimated),Estimated Exvessel Value (Nominal),Landed Weight (lbs)
Southeast,Southeast,2014,Coho,3773185,36898687.33,26543758
Southeast,Southeast,2014,Pink,37177759,37120048.32,131363028
Southeast,Southeast,2014,Sockeye,1661252,16286846.76,9703932
Southeast,Southeast,2015,Chinook,353487,17145361.05,4279959
Southeast,Southeast,2015,Chum,11614064,55548150.76,95069863
Southeast,Southeast,2015,Coho,2156503,13009357.88,14120708
Southeast,Southeast,2015,Pink,35028012,27055367.9,127506082
Southeast,Southeast,2015,Sockeye,1521525,9885096.53,8428317
Southeast,Southeast,2016,Chinook,311226,20993605.55,3674860
Southeast,Southeast,2016,Chum,9079324,47760181.06,72971979
Southeast,Southeast,2016,Coho,2324962,21040850.41,16077499
Southeast,Southeast,2016,Pink,18355152,21352658.52,72480544
Southeast,Southeast,2016,Sockeye,1496210,11091948.79,8468600
Southeast,Southeast,2017,Chinook,172219,14432430.69,1964528
Southeast,Southeast,2017,Chum,11394230,80971111.8,94973360
Southeast,Southeast,2017,Coho,2870746,25330382.66,16337066
Southeast,Southeast,2017,Pink,34726741,47162065.27,127727521
Southeast,Southeast,2017,Sockeye,794788,7635369.41,4466127
Southeast,Southeast,2018,Chinook,160941,13948065.13,1953890
Southeast,Southeast,2018,Chum,11230571,95551819.7,93993399
Southeast,Southeast,2018,Coho,1575079,21523713.31,11683926
Southeast,Southeast,2018,Pink,7938688,13086024.48,30662655
Southeast,Southeast,2018,Sockeye,627792,6209286.11,3346475
Southeast,Southeast,2019,Chinook,182559,12567740.55,2178675
Southeast,Southeast,2019,Chum,9211343,39472429.04,72613736
Southeast,Southeast,2019,Coho,1692890,22002200.1,11553084
Southeast,Southeast,2019,Pink,19875380,22966403.66,73070850
Southeast,Southeast,2019,Sockeye,992811,11017658.56,5512850
Southeast,Southeast,2020,Chinook,206687,13559409.98,2446661
Southeast,Southeast,2020,Chum,4535310,17575869.86,33661978
Southeast,Southeast,2020,Coho,1157353,13118264.8,7371703
Southeast,Southeast,2020,Pink,8024916,6225486.76,28223535
Southeast,Southeast,2020,Sockeye,451644,3103275.19,2322825
Westward,AK Pen/AI,1979,Chinook,19248,514138.04,441372
Westward,AK Pen/AI,1979,Chum,548883,2139759.09,4014075
Westward,AK Pen/AI,1979,Coho,469702,2921843.3,3472120
Westward,AK Pen/AI,1979,Pink,7109301,9752390.61,25627890
Westward,AK Pen/AI,1979,Sockeye,3141300,20918557.23,18240815
Westward,AK Pen/AI,1980,Chinook,21601,508863.08,420548
Westward,AK Pen/AI,1980,Chum,2058058,4712541.66,13669988
Westward,AK Pen/AI,1980,Coho,402061,1254823.16,2585177
Westward,AK Pen/AI,1980,Pink,10749653,9067425.24,34553329
Westward,AK Pen/AI,1980,Sockeye,5019264,10573881.92,25857301
Westward,AK Pen/AI,1981,Chinook,30073,678484.59,539195
Westward,AK Pen/AI,1981,Chum,2481846,8104961.59,17896042
Westward,AK Pen/AI,1981,Coho,317831,1701667.14,2373487
Westward,AK Pen/AI,1981,Pink,5347031,8171533.5,19204726
Westward,AK Pen/AI,1981,Sockeye,4091278,21435455.41,23758887
Westward,AK Pen/AI,1982,Chinook,39958,884083.68,785003
Westward,AK Pen/AI,1982,Chum,2609776,8616544.22,19221983
Westward,AK Pen/AI,1982,Coho,494090,2763561.86,3837669
Westward,AK Pen/AI,1982,Pink,8195044,3768465.19,25678137
Westward,AK Pen/AI,1982,Sockeye,3783933,19615956.29,22299384
Westward,AK Pen/AI,1983,Chinook,56050,730985.84,980707
Westward,AK Pen/AI,1983,Chum,2064155,4511575.34,14338354
Westward,AK Pen/AI,1983,Coho,202795,820473.12,1537906
Westward,AK Pen/AI,1983,Pink,2833031,2893083.04,10689883
Westward,AK Pen/AI,1983,Sockeye,4654336,21546707.36,25673458
Westward,AK Pen/AI,1984,Chinook,32190,657139.59,627680
Westward,AK Pen/AI,1984,Chum,2483375,5139189.12,17767125
Westward,AK Pen/AI,1984,Coho,511455,2579508.5,3988290
Westward,AK Pen/AI,1984,Pink,13926342,12273111.85,49879000
Westward,AK Pen/AI,1984,Sockeye,4119808,19963678.79,23542400
Westward,AK Pen/AI,1985,Chinook,30210,562949.1,588718
Westward,AK Pen/AI,1985,Chum,2029532,4241411.03,14119298
Westward,AK Pen/AI,1985,Coho,348632,2114664.46,2721395
Westward,AK Pen/AI,1985,Pink,4434160,3966277.48,18028534
Westward,AK Pen/AI,1985,Sockeye,4743247,27871291.69,25833839
Westward,AK Pen/AI,1986,Chinook,17340,232513.8,300187
Westward,AK Pen/AI,1986,Chum,2059368,5108604.99,14679898
Westward,AK Pen/AI,1986,Coho,400055,2000984.56,2838267
Westward,AK Pen/AI,1986,Pink,4096725,2882874.12,13859974
Westward,AK Pen/AI,1986,Sockeye,3692368,31158339.33,22098113
Westward,AK Pen/AI,1987,Chinook,23360,527171.26,434501
Westward,AK Pen/AI,1987,Chum,1744583,4718265.66,12333796
Westward,AK Pen/AI,1987,Coho,396904,2769835.26,3019554
Westward,AK Pen/AI,1987,Pink,1212042,1718599.06,4237560
Westward,AK Pen/AI,1987,Sockeye,2659263,27320386.56,16703220
Westward,AK Pen/AI,1988,Chinook,27880,643511.6,476182
Westward,AK Pen/AI,1988,Chum,2302034,13461217.16,17256923
Westward,AK Pen/AI,1988,Coho,739506,6813974.28,5555378
Westward,AK Pen/AI,1988,Pink,7293175,20203436.99,25928834
Westward,AK Pen/AI,1988,Sockeye,3006067,39723377.61,18115013
Westward,AK Pen/AI,1989,Chinook,17951,364552.35,321889
Westward,AK Pen/AI,1989,Chum,1150572,3087145.66,7845047
Westward,AK Pen/AI,1989,Coho,668948,3713528.91,4856120
Westward,AK Pen/AI,1989,Pink,7299933,9239621.11,27395889
Westward,AK Pen/AI,1989,Sockeye,4385400,38445814.17,25537010
Westward,AK Pen/AI,1990,Chinook,28819,539270.92,467735
Westward,AK Pen/AI,1990,Chum,1361949,3194715.08,8981110
Westward,AK Pen/AI,1990,Coho,498562,2916993.22,3742660
Westward,AK Pen/AI,1990,Pink,3661838,3371225.62,11171768
Westward,AK Pen/AI,1990,Sockeye,4813440,41955666.49,27609812
Westward,AK Pen/AI,1991,Chinook,16880,218903.47,277562
Westward,AK Pen/AI,1991,Chum,1765052,2778704.79,11381296
Westward,AK Pen/AI,1991,Coho,530597,1842997.05,3675416
Westward,AK Pen/AI,1991,Pink,10600845,4126182.78,33328254
Westward,AK Pen/AI,1991,Sockeye,4697428,23193175.57,26183602
Westward,AK Pen/AI,1992,Chinook,21077,351496.75,351234
Westward,AK Pen/AI,1992,Chum,1653183,3306675.73,11120967
Westward,AK Pen/AI,1992,Coho,621761,2718074.82,4316323
Westward,AK Pen/AI,1992,Pink,10266124,5449046.16,34257088
Westward,AK Pen/AI,1992,Sockeye,7017468,57816892.21,39624509
Westward,AK Pen/AI,1993,Chinook,37668,509822.35,654404
Westward,AK Pen/AI,1993,Chum,1181367,1936744.24,7412569
Westward,AK Pen/AI,1993,Coho,279632,812161.14,1804589
Westward,AK Pen/AI,1993,Pink,9930451,4289404.5,33338670
Westward,AK Pen/AI,1993,Sockeye,7549197,34125753.47,42708249
Westward,AK Pen/AI,1994,Chinook,28121,349246.32,517465
Westward,AK Pen/AI,1994,Chum,2263438,3585889.47,15148444
Westward,AK Pen/AI,1994,Coho,493605,2198505.23,4047681
Westward,AK Pen/AI,1994,Pink,10228805,5248786.1,34283772
Westward,AK Pen/AI,1994,Sockeye,4874299,26922017.44,26804345
Westward,AK Pen/AI,1995,Chinook,24649,356888.87,487754
Westward,AK Pen/AI,1995,Chum,1814361,2829675.75,12697168
Westward,AK Pen/AI,1995,Coho,396325,1131016.19,2642559
Westward,AK Pen/AI,1995,Pink,16314764,9609556.95,58730779
Westward,AK Pen/AI,1995,Sockeye,6269111,36403125.92,33868353
Westward,AK Pen/AI,1996,Chinook,10012,71209.7,171017
Westward,AK Pen/AI,1996,Chum,843013,518359.19,6200026
Westward,AK Pen/AI,1996,Coho,435504,1104998.45,3199210
Westward,AK Pen/AI,1996,Pink,2241081,467966.01,7311981
Westward,AK Pen/AI,1996,Sockeye,3439713,18177898.75,20697065
Westward,AK Pen/AI,1997,Chinook,17547,146212.79,284602
Westward,AK Pen/AI,1997,Chum,703634,540240.12,4868452
Westward,AK Pen/AI,1997,Coho,207208,703267.48,1542816
Westward,AK Pen/AI,1997,Pink,2354627,781899.75,7346920
Westward,AK Pen/AI,1997,Sockeye,4409199,24170723.52,25234728
Westward,AK Pen/AI,1998,Chinook,10724,83759.44,163726
Westward,AK Pen/AI,1998,Chum,781042,756154.76,5541650
Westward,AK Pen/AI,1998,Coho,288894,714370.69,2196801
Westward,AK Pen/AI,1998,Pink,8075491,4032160.72,28378893
Westward,AK Pen/AI,1998,Sockeye,3258355,22459136.28,18592156
Westward,AK Pen/AI,1999,Chinook,9701,67235.26,146230
Westward,AK Pen/AI,1999,Chum,867086,681305.92,5898977
Westward,AK Pen/AI,1999,Coho,246392,443778.02,1498026
Westward,AK Pen/AI,1999,Pink,8447710,3523644.69,25863717
Westward,AK Pen/AI,1999,Sockeye,4732071,29552426.86,25162391
Westward,AK Pen/AI,2000,Chinook,9009,64617.36,138935
Westward,AK Pen/AI,2000,Chum,1149012,1045192.23,8776403
Westward,AK Pen/AI,2000,Coho,340860,642613.1,2347672
Westward,AK Pen/AI,2000,Pink,3839968,1423127.85,11080206
Westward,AK Pen/AI,2000,Sockeye,3953458,21182380.65,23366025
Westward,AK Pen/AI,2001,Chinook,6714,25491.05,95046
Westward,AK Pen/AI,2001,Chum,1096509,1003899.53,8431095
Westward,AK Pen/AI,2001,Coho,233061,267899.67,1604178
Westward,AK Pen/AI,2001,Pink,4024526,1584425.34,14844243
Westward,AK Pen/AI,2001,Sockeye,1754786,5672987.02,10538487
Westward,AK Pen/AI,2002,Chinook,10251,39400.37,137175
Westward,AK Pen/AI,2002,Chum,870070,651809.37,6339626
Westward,AK Pen/AI,2002,Coho,231468,195577.78,1585655
Westward,AK Pen/AI,2002,Pink,2191837,672081.7,7978791
Westward,AK Pen/AI,2002,Sockeye,2451104,7019816.03,13557909
Westward,AK Pen/AI,2003,Chinook,7257,26109.94,97489
Westward,AK Pen/AI,2003,Chum,676060,559636.75,4609428
Westward,AK Pen/AI,2003,Coho,184234,230685.04,1401700
Westward,AK Pen/AI,2003,Pink,4276898,1202915.14,16355660
Westward,AK Pen/AI,2003,Sockeye,2531599,8509363.09,15133749
Westward,AK Pen/AI,2004,Chinook,17452,75575.45,278757
Westward,AK Pen/AI,2004,Chum,805067,657488.87,5284541
Westward,AK Pen/AI,2004,Coho,269520,281296.7,1794823
Westward,AK Pen/AI,2004,Pink,6681659,1710360.86,21965560
Westward,AK Pen/AI,2004,Sockeye,4634109,15202795.5,26575084
Westward,AK Pen/AI,2005,Chinook,13685,75272.35,185145
Westward,AK Pen/AI,2005,Chum,781999,711759.83,5190138
Westward,AK Pen/AI,2005,Coho,214809,375984.95,1488621
Westward,AK Pen/AI,2005,Pink,9420027,2806709.26,30256031
Westward,AK Pen/AI,2005,Sockeye,5452861,21560579.23,33163426
Westward,AK Pen/AI,2006,Chinook,13049,119598.65,180623
Westward,AK Pen/AI,2006,Chum,1310673,1599877.85,9831099
Westward,AK Pen/AI,2006,Coho,263575,549848.87,1738130
Westward,AK Pen/AI,2006,Pink,5317718,2420188.9,18055382
Westward,AK Pen/AI,2006,Sockeye,4227516,16131678.03,24366265
Westward,AK Pen/AI,2007,Chinook,12921,102588.07,166121
Westward,AK Pen/AI,2007,Chum,860796,1014929.65,6136265
Westward,AK Pen/AI,2007,Coho,219965,453535.65,1474300
Westward,AK Pen/AI,2007,Pink,8454376,4886923.63,30847946
Westward,AK Pen/AI,2007,Sockeye,5847490,23950898.68,32967511
Westward,AK Pen/AI,2008,Chinook,6166,85876.97,102446
Westward,AK Pen/AI,2008,Chum,980029,2018193.69,7072860
Westward,AK Pen/AI,2008,Coho,350944,1186630.23,2465825
Westward,AK Pen/AI,2008,Pink,13516014,13702959.07,46229394
Westward,AK Pen/AI,2008,Sockeye,4243145,19702083.67,23488611
Westward,AK Pen/AI,2009,Chinook,9036,131853.05,144085
Westward,AK Pen/AI,2009,Chum,1788718,2906272.48,12409091
Westward,AK Pen/AI,2009,Coho,316169,666197.09,2096281
Westward,AK Pen/AI,2009,Pink,9801011,7205527.97,31602838
Westward,AK Pen/AI,2009,Sockeye,4151498,20776041.95,24596340
Westward,AK Pen/AI,2010,Chinook,10622,152031.9,147055
Westward,AK Pen/AI,2010,Chum,1054056,2826796.12,7477302
Westward,AK Pen/AI,2010,Coho,226787,757171.89,1610708
Westward,AK Pen/AI,2010,Pink,867289,725066.04,2565878
Westward,AK Pen/AI,2010,Sockeye,3505353,17951701.72,20046609
Westward,AK Pen/AI,2011,Chinook,9577,133064.73,126812
Westward,AK Pen/AI,2011,Chum,1267021,4553862.69,8532377
Westward,AK Pen/AI,2011,Coho,172875,638908.49,1068908
Westward,AK Pen/AI,2011,Pink,5729680,7607029.63,18833485
Westward,AK Pen/AI,2011,Sockeye,2841896,20733499.73,16773419
Westward,AK Pen/AI,2012,Chinook,8746,158917.25,139649
Westward,AK Pen/AI,2012,Chum,907482,3105226.75,6634096
Westward,AK Pen/AI,2012,Coho,129192,384876.48,808391
Westward,AK Pen/AI,2012,Pink,664751,726589.61,2072725
Westward,AK Pen/AI,2012,Sockeye,2780278,20672215.61,16410623
Westward,AK Pen/AI,2013,Chinook,7234,99199.44,86011
Westward,AK Pen/AI,2013,Chum,1081470,2759183.02,7822512
Westward,AK Pen/AI,2013,Coho,321319,1048646.14,2104953
Westward,AK Pen/AI,2013,Pink,7799111,9073189.67,24324406
Westward,AK Pen/AI,2013,Sockeye,2957643,28803325.96,17333811
Westward,AK Pen/AI,2014,Chinook,8158,97124.33,84158
Westward,AK Pen/AI,2014,Chum,628412,1691749.2,4267815
Westward,AK Pen/AI,2014,Coho,404604,1261864.84,2670023
Westward,AK Pen/AI,2014,Pink,854429,739945.26,2854610
Westward,AK Pen/AI,2014,Sockeye,3391112,26713709.23,19145114
Westward,AK Pen/AI,2015,Chinook,42622,158631.31,292236
Westward,AK Pen/AI,2015,Chum,866153,1644645.83,5497319
Westward,AK Pen/AI,2015,Coho,322646,714899.32,2016722
Westward,AK Pen/AI,2015,Pink,16692374,8824829.36,52478510
Westward,AK Pen/AI,2015,Sockeye,5926982,25617272.91,33312248
Westward,AK Pen/AI,2016,Chinook,14423,126816.44,143659
Westward,AK Pen/AI,2016,Chum,512851,737399.67,3324979
Westward,AK Pen/AI,2016,Coho,260942,517223.58,1640569
Westward,AK Pen/AI,2016,Pink,2880388,961667.31,8642548
Westward,AK Pen/AI,2016,Sockeye,5969693,34439737.52,33752852
Westward,AK Pen/AI,2017,Chinook,11864,157587.24,145787
Westward,AK Pen/AI,2017,Chum,2027890,4612954.27,13999380
Westward,AK Pen/AI,2017,Coho,358873,731691.29,2122515
Westward,AK Pen/AI,2017,Pink,21579809,21591625.42,73995572
Westward,AK Pen/AI,2017,Sockeye,7029445,48057943.7,40287937
Westward,AK Pen/AI,2018,Chinook,19065,81969.25,161817
Westward,AK Pen/AI,2018,Chum,1155437,3938696.03,8142605
Westward,AK Pen/AI,2018,Coho,379643,1573928.75,2539435
Westward,AK Pen/AI,2018,Pink,805639,816031,2636259
Westward,AK Pen/AI,2018,Sockeye,3701981,31553434.49,19335398
Westward,AK Pen/AI,2019,Chinook,26548,137665.32,225327
Westward,AK Pen/AI,2019,Chum,1401477,3101870.82,8265778
Westward,AK Pen/AI,2019,Coho,563838,1416398.5,3387471
Westward,AK Pen/AI,2019,Pink,21148138,14616393.86,58700630
Westward,AK Pen/AI,2019,Sockeye,4039002,29259796.56,20987227
Westward,AK Pen/AI,2020,Chinook,22605,47032.39,131860
Westward,AK Pen/AI,2020,Chum,970884,2703125.31,5488032
Westward,AK Pen/AI,2020,Coho,237165,447191.35,1488561
Westward,AK Pen/AI,2020,Pink,5168767,3414920.62,15642017
Westward,AK Pen/AI,2020,Sockeye,2841950,10307682.52,14387756
Westward,Chignik,1979,Chinook,1253,26597.2,18998
Westward,Chignik,1979,Chum,188907,1034203.5,1378938
Westward,Chignik,1979,Coho,99129,710534.3,725035
Westward,Chignik,1979,Pink,1905198,3005080.68,7154954
Westward,Chignik,1979,Sockeye,1049497,11760450.91,7861264
Westward,Chignik,1980,Chinook,2344,42899.15,32255
Westward,Chignik,1980,Chum,252521,829684.89,1765287
Westward,Chignik,1980,Coho,119573,478263.04,771392
Westward,Chignik,1980,Pink,1093184,1454058,3635145
Westward,Chignik,1980,Sockeye,859966,4983784.28,5795098
Westward,Chignik,1981,Chinook,2694,72741.18,50832
Westward,Chignik,1981,Chum,580332,2332363.54,4502632
Westward,Chignik,1981,Coho,78805,477865.76,602603
Westward,Chignik,1981,Pink,1162613,1845499.6,4479368
Westward,Chignik,1981,Sockeye,1839109,17002620.18,13483439
Westward,Chignik,1982,Chinook,5227,66241.98,59623
Westward,Chignik,1982,Chum,390093,1431503.84,3231382
Westward,Chignik,1982,Coho,300384,1783028.52,2374203
Westward,Chignik,1982,Pink,873390,597926.81,2916698
Westward,Chignik,1982,Sockeye,1519693,10962667.72,11325070
Westward,Chignik,1983,Chinook,5488,77986.06,96159
Westward,Chignik,1983,Chum,159412,362786.68,1205266
Westward,Chignik,1983,Coho,61927,208463.75,488203
Westward,Chignik,1983,Pink,321178,308629.42,1200888
Westward,Chignik,1983,Sockeye,1823471,10479674.41,11922265
Westward,Chignik,1984,Chinook,4318,110519.37,99567
Westward,Chignik,1984,Chum,63303,163285.06,485967
Westward,Chignik,1984,Coho,110128,711524.81,949965
Westward,Chignik,1984,Pink,444804,358322.68,1651249
Westward,Chignik,1984,Sockeye,2660619,18109955.61,18536287
Westward,Chignik,1985,Chinook,1877,60824.27,44625
Westward,Chignik,1985,Chum,22805,55351.41,145276
Westward,Chignik,1985,Coho,191162,1364290.37,1709637
Westward,Chignik,1985,Pink,160128,140978.05,643731
Westward,Chignik,1985,Sockeye,916627,7338439.81,5415817
Westward,Chignik,1986,Chinook,3037,77455.52,66772
Westward,Chignik,1986,Chum,176640,504811.18,1304418
Westward,Chignik,1986,Coho,116633,666873.92,867195
Westward,Chignik,1986,Pink,647125,443997.77,2374311
Westward,Chignik,1986,Sockeye,1645834,16488379.6,11254860
Westward,Chignik,1987,Chinook,2651,74321.94,49482
Westward,Chignik,1987,Chum,127261,353980.79,943941
Westward,Chignik,1987,Coho,150414,1049406.16,1189803
Westward,Chignik,1987,Pink,246775,264470.59,899560
Westward,Chignik,1987,Sockeye,1898159,25656644.97,13997077
Westward,Chignik,1988,Chinook,7296,256471.2,128880
Westward,Chignik,1988,Chum,267775,2117307.25,2196377
Westward,Chignik,1988,Coho,370420,4195447.92,2889427
Westward,Chignik,1988,Pink,2997159,6766533.5,10723505
Westward,Chignik,1988,Sockeye,792416,14157130.78,5690165
Westward,Chignik,1989,Chinook,3542,80610.1,76698
Westward,Chignik,1989,Chum,1624,4779.19,11888
Westward,Chignik,1989,Coho,68233,433892.58,559140
Westward,Chignik,1989,Pink,27712,31108.77,94269
Westward,Chignik,1989,Sockeye,1152854,13096305.22,7922748
Westward,Chignik,1990,Chinook,9901,144469.29,134265
Westward,Chignik,1990,Chum,270004,688751.04,1757019
Westward,Chignik,1990,Coho,130131,695644.56,933745
Westward,Chignik,1990,Pink,550008,447399.09,1675644
Westward,Chignik,1990,Sockeye,2088128,22082697.89,13775854
Westward,Chignik,1991,Chinook,3285,53351.24,69649
Westward,Chignik,1991,Chum,260815,373354.29,1674230
Westward,Chignik,1991,Coho,165599,652921.34,1182829
Westward,Chignik,1991,Pink,1166638,401823.96,3348533
Westward,Chignik,1991,Sockeye,1891188,10821018.37,12912910
Westward,Chignik,1992,Chinook,10830,151337.86,138082
Westward,Chignik,1992,Chum,222118,476064.97,1592186
Westward,Chignik,1992,Coho,310942,1301839.94,2362683
Westward,Chignik,1992,Pink,1553959,852399.12,5798623
Westward,Chignik,1992,Sockeye,1265026,12206671.87,8292576
Westward,Chignik,1993,Chinook,19501,177749.89,234188
Westward,Chignik,1993,Chum,122303,189088.67,735747
Westward,Chignik,1993,Coho,229103,739825.86,1459220
Westward,Chignik,1993,Pink,1646551,642300.78,5308258
Westward,Chignik,1993,Sockeye,1691907,8192951.61,10228401
Westward,Chignik,1994,Chinook,3903,39534.16,71620
Westward,Chignik,1994,Chum,226724,437752.63,1627329
Westward,Chignik,1994,Coho,237101,1072024.99,1996320
Westward,Chignik,1994,Pink,431049,207751.63,1494604
Westward,Chignik,1994,Sockeye,1609834,9223541.25,10091402
Westward,Chignik,1995,Chinook,5261,61819.97,111187
Westward,Chignik,1995,Chum,380949,596777.06,2814987
Westward,Chignik,1995,Coho,279924,937669.79,2056293
Westward,Chignik,1995,Pink,2057998,1029054.04,7350386
Westward,Chignik,1995,Sockeye,1715022,12335960.27,11464647
Westward,Chignik,1996,Chinook,3105,26231.36,62603
Westward,Chignik,1996,Chum,99791,40551.6,779840
Westward,Chignik,1996,Coho,193226,422009.03,1485947
Westward,Chignik,1996,Pink,183806,25202.62,536218
Westward,Chignik,1996,Sockeye,1954036,12636298.9,14866234
Westward,Chignik,1997,Chinook,,,
Westward,Chignik,1997,Chum,,,
Westward,Chignik,1997,Coho,,,
Westward,Chignik,1997,Pink,,,
Westward,Chignik,1997,Sockeye,,,
Westward,Chignik,1998,Chinook,,,
Westward,Chignik,1998,Chum,,,
Westward,Chignik,1998,Coho,,,
Westward,Chignik,1998,Pink,,,
Westward,Chignik,1998,Sockeye,,,
Westward,Chignik,1999,Chinook,3296,27049.58,56706
Westward,Chignik,1999,Chum,140594,120281.86,1064433
Westward,Chignik,1999,Coho,89410,271620.8,617320
Westward,Chignik,1999,Pink,1698651,644444.51,4845435
Westward,Chignik,1999,Sockeye,3110507,21903205.58,20527837
Westward,Chignik,2000,Chinook,,,
Westward,Chignik,2000,Chum,,,
Westward,Chignik,2000,Coho,,,
Westward,Chignik,2000,Pink,,,
Westward,Chignik,2000,Sockeye,,,
Westward,Chignik,2001,Chinook,2845,12678.84,39252
Westward,Chignik,2001,Chum,198874,278449.77,1609533
Westward,Chignik,2001,Coho,131441,252026.53,1012153
Westward,Chignik,2001,Pink,1281760,362927.09,4077814
Westward,Chignik,2001,Sockeye,1497359,7505007.85,10972234
Westward,Chignik,2002,Chinook,1441,3980.25,13725
Westward,Chignik,2002,Chum,54513,43889.3,406382
Westward,Chignik,2002,Coho,49208,53035.12,360781
Westward,Chignik,2002,Pink,65984,16510.8,206385
Westward,Chignik,2002,Sockeye,1040081,5231495.97,7176262
Westward,Chignik,2003,Chinook,,,
Westward,Chignik,2003,Chum,,,
Westward,Chignik,2003,Coho,,,
Westward,Chignik,2003,Pink,,,
Westward,Chignik,2003,Sockeye,,,
Westward,Chignik,2004,Chinook,,,
Westward,Chignik,2004,Chum,,,
Westward,Chignik,2004,Coho,,,
Westward,Chignik,2004,Pink,,,
Westward,Chignik,2004,Sockeye,691456,4163582.36,4424635
Westward,Chignik,2005,Chinook,3136,32089.99,55615
Westward,Chignik,2005,Chum,,,
Westward,Chignik,2005,Coho,,,
Westward,Chignik,2005,Pink,,,
Westward,Chignik,2005,Sockeye,1135025,6546183.39,7413570
Westward,Chignik,2006,Chinook,,,
Westward,Chignik,2006,Chum,,,
Westward,Chignik,2006,Coho,,,
Westward,Chignik,2006,Pink,,,
Westward,Chignik,2006,Sockeye,,,
Westward,Chignik,2007,Chinook,,,
Westward,Chignik,2007,Chum,77572,161405.2,640497
Westward,Chignik,2007,Coho,73221,199016.89,543762
Westward,Chignik,2007,Pink,2018986,1004355.57,7384968
Westward,Chignik,2007,Sockeye,829110,4408078.19,5769736
Westward,Chignik,2008,Chinook,955,15799.93,14463
Westward,Chignik,2008,Chum,209264,567376.48,1725458
Westward,Chignik,2008,Coho,161536,1122409.09,1290277
Westward,Chignik,2008,Pink,2389753,2610979.5,8191562
Westward,Chignik,2008,Sockeye,682104,4386352.21,4699165
Westward,Chignik,2009,Chinook,3244,30123.49,30791
Westward,Chignik,2009,Chum,256403,589881.73,1922369
Westward,Chignik,2009,Coho,110373,242742.74,732346
Westward,Chignik,2009,Pink,1406392,979154.95,4496819
Westward,Chignik,2009,Sockeye,1196325,8088740.83,8248669
Westward,Chignik,2010,Chinook,8850,89314.31,93361
Westward,Chignik,2010,Chum,577037,1768312.35,4406992
Westward,Chignik,2010,Coho,159035,572888,1136727
Westward,Chignik,2010,Pink,489609,516031.23,1663298
Westward,Chignik,2010,Sockeye,1372252,9563105.4,8940121
Westward,Chignik,2011,Chinook,,,
Westward,Chignik,2011,Chum,,,
Westward,Chignik,2011,Coho,,,
Westward,Chignik,2011,Pink,903053,1054203.87,2875876
Westward,Chignik,2011,Sockeye,2490125,23187888.29,17841056
Westward,Chignik,2012,Chinook,3636,54946.16,48850
Westward,Chignik,2012,Chum,170872,663207.54,1533079
Westward,Chignik,2012,Coho,33316,110857.29,225798
Westward,Chignik,2012,Pink,137684,176689.78,452159
Westward,Chignik,2012,Sockeye,1797519,12837292.16,12247564
Westward,Chignik,2013,Chinook,2873,37505.61,35619
Westward,Chignik,2013,Chum,154965,419008.34,1196565
Westward,Chignik,2013,Coho,32252,94999.66,225989
Westward,Chignik,2013,Pink,867771,931671.64,2599110
Westward,Chignik,2013,Sockeye,2399594,30215709.24,17070111
Westward,Chignik,2014,Chinook,5617,56394.48,62198
Westward,Chignik,2014,Chum,54177,184412.42,451494
Westward,Chignik,2014,Coho,132411,442593.27,1090910
Westward,Chignik,2014,Pink,351632,288777.01,1137660
Westward,Chignik,2014,Sockeye,616822,6963427.54,4119731
Westward,Chignik,2015,Chinook,4844,76295.28,51279
Westward,Chignik,2015,Chum,100954,166041.89,655767
Westward,Chignik,2015,Coho,82049,135722.22,523526
Westward,Chignik,2015,Pink,1978134,1302671.33,5843576
Westward,Chignik,2015,Sockeye,1540310,7275120.3,8469723
Westward,Chignik,2016,Chinook,20144,156850.87,152058
Westward,Chignik,2016,Chum,118418,174794.57,805145
Westward,Chignik,2016,Coho,94317,194861.9,658094
Westward,Chignik,2016,Pink,139622,121359.58,559305
Westward,Chignik,2016,Sockeye,1385673,9755173.54,8208493
Westward,Chignik,2017,Chinook,3541,42310.57,34599
Westward,Chignik,2017,Chum,603838,2033433.04,4628115
Westward,Chignik,2017,Coho,226471,503056.73,1559993
Westward,Chignik,2017,Pink,7071575,7026445.06,25285614
Westward,Chignik,2017,Sockeye,893111,8080714.74,5478466
Westward,Chignik,2018,Chum,924,2527.61,7120
Westward,Chignik,2018,Coho,,,
Westward,Chignik,2018,Pink,,,
Westward,Chignik,2018,Sockeye,,,
Westward,Chignik,2019,Chinook,,,
Westward,Chignik,2019,Chum,,,
Westward,Chignik,2019,Coho,,,
Westward,Chignik,2019,Pink,,,
Westward,Chignik,2019,Sockeye,,,
Westward,Kodiak,1979,Chinook,1907,33685.24,28688
Westward,Kodiak,1979,Chum,358127,1462738.17,2846386
Westward,Kodiak,1979,Coho,140627,1068016.95,1124187
Westward,Kodiak,1979,Pink,11284664,15686796.63,42503633
Westward,Kodiak,1979,Sockeye,630756,4836231.59,3851741
Westward,Kodiak,1980,Chinook,529,9474.81,9381
Westward,Kodiak,1980,Chum,1075557,4173758.13,8247528
Westward,Kodiak,1980,Coho,139154,720495.89,1059349
Westward,Kodiak,1980,Pink,17290615,19691403.82,56976037
Westward,Kodiak,1980,Sockeye,651394,2814264.8,3517831
Westward,Kodiak,1981,Chinook,1418,30350.1,26411
Westward,Kodiak,1981,Chum,1345313,5888382.09,11109443
Westward,Kodiak,1981,Coho,120827,789298.26,1003101
